,state,county,parks,pitches,sports_centres,schools
0,Kansas,Pratt,12,27,2,17
1,Kansas,Thomas,4,16,4,12
2,Kansas,Douglas,80,318,29,107
3,Kansas,Sherman,9,19,0,15
4,Kansas,Wabaunsee,6,20,2,26
5,Kansas,Sumner,12,54,0,61
6,Kansas,Barton,22,85,5,52
7,Kansas,Ellis,32,98,4,32
8,Kansas,Grant,1,9,0,16
9,Kansas,Osborne,7,17,3,17
10,Kansas,Finney,28,63,1,48
11,Kansas,McPherson,27,102,6,60
12,Kansas,Linn,14,20,0,20
13,Kansas,Logan,3,10,0,9
14,Kansas,Russell,11,15,0,24
15,Kansas,Jewell,5,6,0,14
16,Kansas,Lane,1,8,0,9
17,Kansas,Johnson,387,1677,112,473
18,Kansas,Sedgwick,191,883,26,369
19,Kansas,Morton,7,9,1,10
20,Kansas,Dickinson,7,43,2,25
21,Kansas,Cowley,41,151,3,98
22,Kansas,Shawnee,132,289,18,185
23,Kansas,Rice,7,37,1,20
24,Kansas,Saline,21,121,7,82
25,Kansas,Geary,31,39,2,40
26,Kansas,Harvey,29,77,2,53
27,Kansas,Nemaha,9,32,1,27
28,Kansas,Reno,38,119,3,75
29,Kansas,Seward,11,36,1,18
30,Kansas,Atchison,12,45,2,50
31,Kansas,Crawford,21,72,3,48
32,Kansas,Miami,18,76,3,79
33,Kansas,Stafford,4,17,0,17
34,Kansas,Marshall,8,32,7,28
35,Kansas,Jefferson,18,34,5,50
36,Kansas,Scott,6,11,0,8
37,Kansas,Gove,2,14,0,12
38,Kansas,Anderson,1,13,0,18
39,Kansas,Wallace,1,9,0,7
40,Kansas,Leavenworth,43,241,6,122
41,Kansas,Rooks,5,15,0,20
42,Kansas,Barber,6,18,0,8
43,Kansas,Kearny,1,22,0,16
44,Kansas,Stanton,1,20,0,6
45,Kansas,Cheyenne,2,6,0,9
46,Kansas,Ness,3,13,0,16
47,Kansas,Haskell,1,8,0,14
48,Kansas,Clay,11,21,1,26
49,Kansas,Kiowa,4,14,0,9
50,Kansas,Morris,12,15,0,9
51,Kansas,Phillips,8,24,0,14
52,Kansas,Smith,2,9,0,9
53,Kansas,Greeley,0,7,0,4
54,Kansas,Pawnee,7,29,1,15
55,Kansas,Lyon,27,54,6,48
56,Kansas,Graham,4,12,1,9
57,Kansas,Rawlins,6,14,0,10
58,Kansas,Trego,8,15,0,8
59,Kansas,Republic,5,11,2,13
60,Kansas,Chase,3,7,0,5
61,Kansas,Montgomery,13,64,1,65
62,Kansas,Wichita,0,4,0,10
63,Kansas,Marion,33,52,5,25
64,Kansas,Franklin,12,73,4,53
65,Kansas,Allen,20,43,0,30
66,Kansas,Wyandotte,76,221,9,189
67,Kansas,Butler,36,125,2,86
68,Kansas,Gray,6,19,0,10
69,Kansas,Greenwood,6,15,2,14
70,Kansas,Sheridan,7,10,1,8
71,Kansas,Ottawa,7,14,0,14
72,Kansas,Lincoln,1,9,1,9
73,Kansas,Brown,32,48,2,24
74,Kansas,Cherokee,15,43,0,48
75,Kansas,Kingman,5,17,1,15
76,Kansas,Cloud,10,34,3,29
77,Kansas,Washington,2,16,3,15
78,Kansas,Riley,60,169,34,48
79,Kansas,Comanche,4,12,1,6
80,Kansas,Coffey,14,26,1,12
81,Kansas,Labette,22,61,4,39
82,Kansas,Jackson,9,24,0,36
83,Kansas,Ellsworth,15,33,0,26
84,Kansas,Woodson,9,9,0,8
85,Kansas,Mitchell,6,19,0,22
86,Kansas,Doniphan,9,15,3,50
87,Kansas,Wilson,6,25,0,25
88,Kansas,Rush,3,9,0,11
89,Kansas,Osage,24,29,0,33
90,Kansas,Pottawatomie,27,60,4,44
91,Kansas,Ford,10,110,1,30
92,New Mexico,Curry,22,72,7,34
93,New Mexico,Otero,36,108,8,68
94,New Mexico,Union,11,12,0,14
95,New Mexico,Guadalupe,10,20,0,14
96,New Mexico,Harding,3,3,0,8
97,New Mexico,Mora,8,11,1,11
98,New Mexico,McKinley,23,106,6,176
99,New Mexico,Hidalgo,6,15,0,13
100,New Mexico,Colfax,34,67,5,39
101,New Mexico,Lea,45,153,8,82
102,New Mexico,Catron,12,12,3,9
103,New Mexico,Eddy,56,144,16,76
104,New Mexico,Torrance,19,36,2,30
105,New Mexico,Socorro,24,61,10,35
106,New Mexico,Roosevelt,11,44,3,14
107,New Mexico,Sandoval,95,313,15,109
108,New Mexico,Bernalillo,0,0,0,0
109,New Mexico,Taos,0,0,0,0
110,New Mexico,Doña_Ana,128,168,24,167
111,New Mexico,Santa_Fe,0,0,0,0
112,New Mexico,Lincoln,28,58,3,27
113,New Mexico,Quay,22,42,0,26
114,New Mexico,Sierra,20,20,4,13
115,New Mexico,Valencia,51,140,3,309
116,New Mexico,Luna,12,19,2,24
117,New Mexico,Los_Alamos,30,103,22,23
118,New Mexico,Chaves,48,201,1,87
119,New Mexico,San_Juan,86,137,14,139
120,New Mexico,Grant,24,54,2,31
121,New Mexico,San_Miguel,0,0,0,0
122,New Mexico,Rio_Arriba,0,0,0,0
123,New Mexico,Cibola,17,55,1,50
124,Connecticut,Northwest_Hills_Planning_Region,81,335,11,128
125,Connecticut,Naugatuck_Valley_Planning_Region,167,534,11,266
126,Connecticut,Southeastern_Connecticut_Planning_Region,201,582,8,201
127,Connecticut,Capitol_Planning_Region,452,1793,64,698
128,Connecticut,South_Central_Connecticut_Planning_Region,303,988,37,391
129,Connecticut,Lower_Connecticut_River_Valley_Planning_Region,107,457,13,119
130,Connecticut,Western_Connecticut_Planning_Region,270,1169,23,320
131,Connecticut,Greater_Bridgeport_Planning_Region,144,411,18,211
132,Connecticut,Northeastern_Connecticut_Planning_Region,70,158,4,91
133,Indiana,Delaware,46,227,9,69
134,Indiana,Jasper,23,99,1,18
135,Indiana,Monroe,52,361,14,70
136,Indiana,Allen,133,784,25,214
137,Indiana,Lawrence,32,79,3,34
138,Indiana,Wabash,35,118,5,17
139,Indiana,Wayne,23,139,5,50
140,Indiana,Jay,10,27,1,13
141,Indiana,Union,2,22,1,6
142,Indiana,Marion,355,1436,58,537
143,Indiana,Benton,5,24,1,10
144,Indiana,Brown,7,40,2,10
145,Indiana,Newton,12,47,2,18
146,Indiana,Jefferson,16,49,1,24
147,Indiana,Bartholomew,28,170,2,54
148,Indiana,DeKalb,24,104,2,18
149,Indiana,Greene,6,74,1,14
150,Indiana,Hancock,32,179,1,37
151,Indiana,Elkhart,86,439,37,146
152,Indiana,Whitley,17,78,1,20
153,Indiana,Owen,7,45,3,8
154,Indiana,Starke,6,57,0,14
155,Indiana,Carroll,11,58,0,9
156,Indiana,Harrison,10,124,2,20
157,Indiana,Vanderburgh,78,297,7,112
158,Indiana,Blackford,4,21,0,7
159,Indiana,Vigo,48,227,9,62
160,Indiana,Fountain,7,68,3,15
161,Indiana,LaPorte,69,358,6,97
162,Indiana,Hendricks,114,358,14,61
163,Indiana,Franklin,15,77,0,21
164,Indiana,Vermillion,4,36,0,16
165,Indiana,Johnson,73,389,12,54
166,Indiana,Martin,9,30,0,8
167,Indiana,Gibson,9,59,1,33
168,Indiana,Dubois,33,164,1,21
169,Indiana,Shelby,16,91,0,29
170,Indiana,Madison,47,238,7,76
171,Indiana,Tippecanoe,83,306,21,143
172,Indiana,Noble,15,77,7,29
173,Indiana,Tipton,7,44,3,10
174,Indiana,Montgomery,13,83,3,44
175,Indiana,Rush,9,32,0,21
176,Indiana,Daviess,15,66,2,22
177,Indiana,White,11,65,1,22
178,Indiana,Warrick,22,103,2,27
179,Indiana,Adams,40,81,0,20
180,Indiana,Sullivan,9,64,1,18
181,Indiana,Jennings,19,74,3,18
182,Indiana,Ripley,23,106,2,25
183,Indiana,Steuben,19,79,4,14
184,Indiana,Floyd,21,186,2,49
185,Indiana,Miami,13,83,5,26
186,Indiana,Clark,56,211,6,56
187,Indiana,Fulton,19,77,0,9
188,Indiana,Decatur,11,68,2,13
189,Indiana,Henry,15,135,3,42
190,Indiana,Ohio,5,20,0,5
191,Indiana,Washington,7,66,0,13
192,Indiana,Scott,8,33,1,16
193,Indiana,Kosciusko,45,191,16,60
194,Indiana,Jackson,20,86,2,32
195,Indiana,Orange,11,73,3,19
196,Indiana,Randolph,15,59,3,22
197,Indiana,St_Joseph,142,613,64,179
198,Indiana,Porter,84,333,10,96
199,Indiana,LaGrange,22,64,3,47
200,Indiana,Clinton,19,92,1,20
201,Indiana,Howard,32,209,4,40
202,Indiana,Crawford,7,13,0,15
203,Indiana,Posey,27,62,2,30
204,Indiana,Marshall,26,159,7,44
205,Indiana,Boone,53,177,3,39
206,Indiana,Dearborn,24,181,0,24
207,Indiana,Cass,39,90,2,18
208,Indiana,Fayette,7,43,0,13
209,Indiana,Warren,0,25,0,6
210,Indiana,Lake,314,827,30,359
211,Indiana,Grant,70,160,10,50
212,Indiana,Hamilton,231,816,45,142
213,Indiana,Knox,30,66,2,28
214,Indiana,Wells,23,64,1,17
215,Indiana,Clay,7,37,1,17
216,Indiana,Pulaski,7,52,0,14
217,Indiana,Parke,6,38,2,16
218,Indiana,Morgan,19,94,2,31
219,Indiana,Switzerland,4,15,1,5
220,Indiana,Huntington,28,60,0,19
221,Indiana,Putnam,27,67,3,17
222,Arkansas,Montgomery,14,4,0,19
223,Arkansas,Sebastian,75,225,5,96
224,Arkansas,Hot_Spring,13,51,0,29
225,Arkansas,Phillips,9,20,3,36
226,Arkansas,Crittenden,32,98,0,74
227,Arkansas,Garland,38,139,3,65
228,Arkansas,Union,28,82,0,57
229,Arkansas,Miller,20,43,0,23
230,Arkansas,Sharp,14,18,0,17
231,Arkansas,Washington,82,359,18,158
232,Arkansas,Little_River,9,14,0,20
233,Arkansas,Howard,6,16,0,18
234,Arkansas,Polk,10,32,0,17
235,Arkansas,Lawrence,14,30,1,36
236,Arkansas,Jackson,11,27,1,21
237,Arkansas,Yell,25,60,1,27
238,Arkansas,Pope,36,116,7,63
239,Arkansas,Faulkner,33,175,14,133
240,Arkansas,Baxter,25,43,0,18
241,Arkansas,Searcy,6,16,1,32
242,Arkansas,Independence,20,59,3,67
243,Arkansas,Drew,12,39,0,20
244,Arkansas,Chicot,1,8,1,19
245,Arkansas,Pike,20,12,0,11
246,Arkansas,Franklin,18,25,0,34
247,Arkansas,Pulaski,215,844,57,319
248,Arkansas,Stone,7,12,0,9
249,Arkansas,Saline,15,141,1,57
250,Arkansas,Cleburne,21,43,0,33
251,Arkansas,Izard,6,26,0,19
252,Arkansas,Van_Buren,14,39,0,32
253,Arkansas,Lee,11,9,0,17
254,Arkansas,White,30,196,10,82
255,Arkansas,Ouachita,9,33,0,26
256,Arkansas,Scott,8,8,2,20
257,Arkansas,Dallas,4,16,0,6
258,Arkansas,Jefferson,35,119,2,88
259,Arkansas,Clark,24,89,9,51
260,Arkansas,Perry,9,12,0,9
261,Arkansas,Columbia,9,30,0,49
262,Arkansas,St_Francis,5,22,0,32
263,Arkansas,Cross,12,24,1,22
264,Arkansas,Lonoke,25,89,3,76
265,Arkansas,Boone,13,54,2,33
266,Arkansas,Arkansas,16,47,4,21
267,Arkansas,Clay,11,40,0,11
268,Arkansas,Greene,23,55,2,48
269,Arkansas,Poinsett,18,40,1,25
270,Arkansas,Nevada,6,11,0,25
271,Arkansas,Desha,25,27,0,13
272,Arkansas,Carroll,14,47,0,13
273,Arkansas,Logan,29,34,0,35
274,Arkansas,Madison,10,11,0,9
275,Arkansas,Grant,6,26,3,28
276,Arkansas,Benton,151,491,9,155
277,Arkansas,Craighead,27,177,5,70
278,Arkansas,Crawford,30,59,3,35
279,Arkansas,Johnson,14,67,2,59
280,Idaho,Bear_Lake,12,35,1,22
281,Idaho,Cassia,17,16,3,30
282,Idaho,Jerome,15,13,0,25
283,Idaho,Payette,11,55,2,26
284,Idaho,Franklin,17,52,1,22
285,Idaho,Bingham,21,51,0,48
286,Idaho,Boise,9,10,1,17
287,Idaho,Bannock,113,201,5,69
288,Idaho,Power,11,27,5,14
289,Idaho,Lewis,3,6,0,12
290,Idaho,Elmore,47,33,1,25
291,Idaho,Kootenai,154,313,9,173
292,Idaho,Owyhee,7,11,0,20
293,Idaho,Bonneville,93,177,8,80
294,Idaho,Minidoka,10,17,1,16
295,Idaho,Idaho,27,19,4,32
296,Idaho,Bonner,39,75,3,58
297,Idaho,Caribou,12,17,0,28
298,Idaho,Benewah,12,18,2,15
299,Idaho,Teton,20,36,1,11
300,Idaho,Twin_Falls,58,110,10,86
301,Idaho,Lincoln,5,1,0,8
302,Idaho,Madison,25,60,6,32
303,Idaho,Blaine,24,102,8,15
304,Idaho,Canyon,161,669,27,208
305,Idaho,Gem,8,10,1,17
306,Idaho,Washington,6,42,1,21
307,Idaho,Oneida,2,4,0,7
308,Idaho,Latah,36,37,5,37
309,Idaho,Butte,6,3,0,10
310,Idaho,Camas,1,6,1,8
311,Idaho,Fremont,25,27,2,13
312,Idaho,Adams,4,1,2,6
313,Idaho,Lemhi,7,16,1,14
314,Idaho,Jefferson,15,20,1,20
315,Idaho,Nez_Perce,27,39,4,37
316,Idaho,Custer,11,28,0,15
317,Idaho,Gooding,11,14,0,27
318,Idaho,Boundary,5,13,1,19
319,Idaho,Shoshone,25,21,3,22
320,Idaho,Clearwater,17,17,0,9
321,Idaho,Ada,592,1001,104,342
322,Idaho,Valley,14,75,2,9
323,Wyoming,Weston,8,17,0,17
324,Wyoming,Teton,26,80,9,26
325,Wyoming,Natrona,45,63,8,60
326,Wyoming,Converse,21,46,0,35
327,Wyoming,Lincoln,40,56,2,27
328,Wyoming,Albany,53,71,7,45
329,Wyoming,Campbell,64,305,9,66
330,Wyoming,Laramie,80,162,8,94
331,Wyoming,Sweetwater,68,175,0,45
332,Wyoming,Crook,14,11,0,62
333,Wyoming,Platte,10,19,0,29
334,Wyoming,Fremont,31,75,2,78
335,Wyoming,Johnson,30,51,1,26
336,Wyoming,Goshen,13,29,5,47
337,Wyoming,Park,37,101,6,42
338,Wyoming,Big_Horn,23,41,1,36
339,Wyoming,Uinta,25,59,4,25
340,Wyoming,Sheridan,38,36,5,42
341,Wyoming,Sublette,9,12,0,13
342,Wyoming,Hot_Springs,4,10,0,10
343,Wyoming,Carbon,40,61,3,24
344,Wyoming,Washakie,13,18,1,21
345,Wyoming,Niobrara,4,8,0,14
346,Colorado,San_Miguel,5,37,1,6
347,Colorado,Park,5,24,7,16
348,Colorado,Crowley,1,20,1,6
349,Colorado,Moffat,15,22,2,19
350,Colorado,Gilpin,2,4,1,5
351,Colorado,Gunnison,31,53,4,11
352,Colorado,Conejos,5,15,6,29
353,Colorado,Chaffee,16,47,3,17
354,Colorado,Ouray,7,15,1,5
355,Colorado,Otero,13,86,4,44
356,Colorado,Denver,500,1163,86,578
357,Colorado,Costilla,2,0,0,3
358,Colorado,Pueblo,87,432,13,121
359,Colorado,Jefferson,456,1277,77,449
360,Colorado,Arapahoe,481,1918,79,493
361,Colorado,Montezuma,29,52,1,31
362,Colorado,Morgan,19,57,2,49
363,Colorado,Larimer,191,815,34,218
364,Colorado,Phillips,2,6,1,4
365,Colorado,Teller,17,24,3,17
366,Colorado,Kiowa,4,6,1,5
367,Colorado,Douglas,396,938,60,305
368,Colorado,Cheyenne,3,13,0,6
369,Colorado,Boulder,331,694,61,228
370,Colorado,Fremont,21,43,1,41
371,Colorado,Summit,29,123,8,14
372,Colorado,Pitkin,43,115,4,7
373,Colorado,Jackson,6,6,0,8
374,Colorado,Kit_Carson,8,18,1,23
375,Colorado,Prowers,13,23,4,33
376,Colorado,Yuma,15,29,1,16
377,Colorado,La_Plata,56,45,5,42
378,Colorado,Grand,32,88,9,25
379,Colorado,Baca,2,12,1,7
380,Colorado,Adams,436,707,58,354
381,Colorado,Montrose,34,29,2,36
382,Colorado,Weld,282,502,27,246
383,Colorado,Clear_Creek,21,18,1,6
384,Colorado,Lincoln,6,12,2,9
385,Colorado,Broomfield,119,150,20,53
386,Colorado,El_Paso,437,1356,92,386
387,Colorado,Huerfano,4,34,0,15
388,Colorado,Elbert,8,37,3,26
389,Colorado,Logan,12,39,0,27
390,Colorado,Routt,22,99,7,26
391,Colorado,Lake,3,8,0,9
392,Colorado,Garfield,66,69,3,49
393,Colorado,Mineral,4,4,0,4
394,Colorado,Sedgwick,6,6,2,15
395,Colorado,Eagle,51,181,6,34
396,Colorado,Rio_Blanco,5,15,1,14
397,Colorado,Bent,4,10,2,13
398,Colorado,Saguache,10,32,0,13
399,Colorado,Mesa,97,215,14,170
400,Colorado,Washington,5,7,0,15
401,Colorado,Alamosa,20,62,1,20
402,Colorado,Delta,17,41,0,24
403,Colorado,Archuleta,4,21,1,4
404,Colorado,Rio_Grande,12,39,0,25
405,Maryland,Charles,64,255,3,112
406,Maryland,Anne_Arundel,303,939,28,346
407,Maryland,Wicomico,68,189,8,110
408,Maryland,Caroline,49,127,3,39
409,Maryland,Baltimore,357,1944,70,528
410,Maryland,Baltimore_city,0,16,1,3
411,Maryland,Kent,37,94,5,22
412,Maryland,Garrett,23,78,2,56
413,Maryland,Dorchester,27,104,8,37
414,Maryland,Worcester,57,171,18,63
415,Maryland,Calvert,37,147,2,54
416,Maryland,Prince_George's,426,1057,40,646
417,Maryland,Carroll,102,293,13,110
418,Maryland,Queen_Anne's,34,184,3,38
419,Maryland,Frederick,0,0,0,0
420,Maryland,Harford,0,0,0,0
421,Maryland,Allegany,46,194,4,51
422,Maryland,Somerset,18,48,0,61
423,Maryland,Talbot,47,158,4,37
424,Maryland,Howard,82,653,16,216
425,Maryland,Montgomery,640,2685,104,761
426,Maryland,St_Mary's,92,249,9,119
427,Maryland,Cecil,63,281,7,96
428,Maryland,Washington,72,259,3,132
429,New Jersey,Union,225,776,19,321
430,New Jersey,Hunterdon,36,405,16,147
431,New Jersey,Hudson,202,577,16,299
432,New Jersey,Monmouth,297,1433,65,446
433,New Jersey,Sussex,42,407,7,70
434,New Jersey,Ocean,175,1156,17,216
435,New Jersey,Salem,14,109,0,56
436,New Jersey,Morris,219,1371,34,333
437,New Jersey,Atlantic,99,658,19,179
438,New Jersey,Burlington,117,1018,16,271
439,New Jersey,Essex,219,922,24,506
440,New Jersey,Camden,217,922,29,504
441,New Jersey,Gloucester,80,638,13,183
442,New Jersey,Cumberland,12,242,3,120
443,New Jersey,Warren,45,323,8,153
444,New Jersey,Mercer,174,1011,28,360
445,New Jersey,Cape_May,46,281,5,49
446,New Jersey,Somerset,162,922,28,232
447,New Jersey,Middlesex,295,1410,61,454
448,New Jersey,Bergen,360,1604,46,660
449,New Jersey,Passaic,213,437,111,308
450,Oklahoma,Beckham,8,39,4,19
451,Oklahoma,Washington,21,18,2,26
452,Oklahoma,Seminole,7,35,0,28
453,Oklahoma,Garvin,5,41,2,24
454,Oklahoma,Okmulgee,17,41,0,44
455,Oklahoma,McIntosh,6,29,0,27
456,Oklahoma,Ottawa,16,29,0,27
457,Oklahoma,Bryan,20,79,5,38
458,Oklahoma,Delaware,16,34,3,14
459,Oklahoma,Latimer,3,18,0,6
460,Oklahoma,Beaver,8,29,0,9
461,Oklahoma,Cleveland,151,348,11,201
462,Oklahoma,Woodward,12,22,1,10
463,Oklahoma,Kay,48,51,2,47
464,Oklahoma,Mayes,28,60,0,23
465,Oklahoma,Texas,36,38,1,32
466,Oklahoma,Ellis,7,5,0,8
467,Oklahoma,Le_Flore,18,27,2,42
468,Oklahoma,Pittsburg,34,51,0,24
469,Oklahoma,Wagoner,41,79,4,55
470,Oklahoma,Comanche,114,156,6,88
471,Oklahoma,Cherokee,40,29,3,35
472,Oklahoma,Harmon,3,3,2,2
473,Oklahoma,Pawnee,12,18,1,14
474,Oklahoma,Harper,8,9,0,5
475,Oklahoma,Carter,17,28,1,29
476,Oklahoma,Canadian,55,126,3,56
477,Oklahoma,Logan,15,189,4,17
478,Oklahoma,McCurtain,19,39,3,54
479,Oklahoma,Caddo,14,17,0,30
480,Oklahoma,Jefferson,8,4,0,3
481,Oklahoma,Garfield,37,113,6,59
482,Oklahoma,Sequoyah,20,40,3,80
483,Oklahoma,Lincoln,13,32,3,57
484,Oklahoma,Kingfisher,8,31,0,22
485,Oklahoma,Washita,14,21,0,10
486,Oklahoma,Coal,2,5,0,6
487,Oklahoma,Cimarron,44,5,0,5
488,Oklahoma,Oklahoma,572,1324,37,526
489,Oklahoma,Payne,35,393,10,53
490,Oklahoma,Osage,31,67,1,42
491,Oklahoma,Pottawatomie,46,57,4,55
492,Oklahoma,Craig,4,19,0,16
493,Oklahoma,Jackson,25,45,5,19
494,Oklahoma,Atoka,8,32,0,23
495,Oklahoma,Rogers,28,96,2,44
496,Oklahoma,Haskell,3,7,4,14
497,Oklahoma,Tillman,11,19,1,22
498,Oklahoma,Creek,22,48,2,27
499,Oklahoma,Kiowa,10,4,0,7
500,Oklahoma,Woods,49,27,1,14
501,Oklahoma,McClain,18,95,2,55
502,Oklahoma,Stephens,26,53,3,51
503,Oklahoma,Marshall,11,13,0,11
504,Oklahoma,Blaine,16,17,2,13
505,Oklahoma,Tulsa,270,1076,53,420
506,Oklahoma,Murray,6,24,3,35
507,Oklahoma,Noble,8,18,0,15
508,Oklahoma,Grady,15,52,4,45
509,Oklahoma,Muskogee,41,90,6,79
510,Oklahoma,Pontotoc,19,76,0,24
511,Georgia,Coweta,45,173,4,63
512,Georgia,Colquitt,27,80,1,65
513,Georgia,Gwinnett,141,1828,34,319
514,Georgia,Madison,3,37,1,14
515,Georgia,Cook,6,16,1,18
516,Georgia,Towns,7,51,1,7
517,Georgia,Dougherty,50,116,7,88
518,Georgia,Jones,8,53,1,28
519,Georgia,Johnson,1,11,0,15
520,Georgia,Randolph,4,9,0,17
521,Georgia,Tattnall,8,41,0,12
522,Georgia,Columbia,48,228,12,77
523,Georgia,Appling,2,37,0,10
524,Georgia,Habersham,13,65,0,33
525,Georgia,Stewart,8,8,0,17
526,Georgia,Clay,11,7,0,4
527,Georgia,Chattooga,11,30,0,21
528,Georgia,Douglas,42,163,4,55
529,Georgia,Gilmer,9,29,4,38
530,Georgia,Dodge,5,19,0,16
531,Georgia,Peach,8,48,1,11
532,Georgia,Telfair,3,17,0,5
533,Georgia,Hancock,5,3,0,6
534,Georgia,Haralson,12,66,4,43
535,Georgia,Macon,2,17,0,14
536,Georgia,Carroll,73,184,3,61
537,Georgia,Coffee,15,64,1,14
538,Georgia,Taliaferro,4,1,0,4
539,Georgia,Clayton,46,131,3,102
540,Georgia,Burke,2,49,0,23
541,Georgia,Pierce,1,28,0,8
542,Georgia,Lowndes,38,194,10,107
543,Georgia,Baldwin,10,107,4,30
544,Georgia,Crisp,11,48,1,38
545,Georgia,Meriwether,5,23,0,11
546,Georgia,Dawson,8,53,1,16
547,Georgia,Dade,8,25,2,15
548,Georgia,DeKalb,270,698,40,346
549,Georgia,Echols,0,3,0,10
550,Georgia,Union,12,35,2,17
551,Georgia,Lee,4,38,2,6
552,Georgia,Twiggs,2,15,0,9
553,Georgia,Greene,5,42,0,17
554,Georgia,Oconee,11,162,6,55
555,Georgia,Wayne,17,32,0,17
556,Georgia,Harris,10,56,2,21
557,Georgia,Fannin,11,28,1,36
558,Georgia,Butts,6,29,0,13
559,Georgia,Stephens,6,31,1,10
560,Georgia,Chattahoochee,30,27,3,14
561,Georgia,Bibb,93,285,8,110
562,Georgia,Jasper,5,40,2,34
563,Georgia,Monroe,6,51,1,15
564,Georgia,Wilcox,4,16,1,7
565,Georgia,Muscogee,62,261,10,103
566,Georgia,Whitfield,38,100,1,58
567,Georgia,Pickens,14,75,3,22
568,Georgia,Cobb,195,1555,42,390
569,Georgia,Camden,47,146,3,23
570,Georgia,Jeff_Davis,5,32,0,4
571,Georgia,Rockdale,31,104,18,29
572,Georgia,Houston,42,243,7,131
573,Georgia,Marion,1,27,1,3
574,Georgia,Newton,22,91,3,32
575,Georgia,Bleckley,3,40,2,9
576,Georgia,Gordon,5,101,2,30
577,Georgia,Catoosa,16,70,2,62
578,Georgia,Upson,8,32,0,20
579,Georgia,Hall,94,341,12,134
580,Georgia,Pulaski,4,14,0,14
581,Georgia,Effingham,33,88,2,22
582,Georgia,Forsyth,63,809,10,165
583,Georgia,Liberty,44,105,5,54
