,state,county,parks,pitches,sports_centres,schools
584,Georgia,Emanuel,12,37,1,20
585,Georgia,Troup,45,122,5,53
586,Georgia,Murray,10,30,0,27
587,Georgia,Putnam,12,36,2,9
588,Georgia,Washington,4,18,3,12
589,Georgia,Quitman,2,1,0,5
590,Georgia,McIntosh,14,17,0,13
591,Georgia,Paulding,32,175,3,73
592,Georgia,Fayette,79,228,9,95
593,Georgia,Laurens,8,82,1,37
594,Georgia,Charlton,13,24,3,7
595,Georgia,Tift,9,76,1,27
596,Georgia,Miller,2,18,0,10
597,Georgia,Candler,1,23,0,5
598,Georgia,Warren,2,12,0,7
599,Georgia,Lumpkin,24,42,0,17
600,Georgia,Bartow,48,185,3,89
601,Georgia,Ware,21,45,2,30
602,Georgia,Montgomery,5,16,1,10
603,Georgia,Lamar,1,49,0,31
604,Georgia,Thomas,14,130,4,92
605,Georgia,Seminole,9,20,0,9
606,Georgia,Evans,1,25,0,6
607,Georgia,Wilkes,10,33,0,18
608,Georgia,Talbot,2,10,0,13
609,Georgia,Franklin,14,41,1,22
610,Georgia,Fulton,462,1949,63,522
611,Georgia,Wilkinson,3,23,0,4
612,Georgia,Bryan,14,80,3,21
613,Georgia,McDuffie,6,31,0,11
614,Georgia,Clarke,50,258,13,68
615,Georgia,Polk,7,65,1,23
616,Georgia,White,24,64,0,14
617,Georgia,Heard,10,21,1,13
618,Georgia,Decatur,27,98,2,38
619,Georgia,Bulloch,27,107,3,27
620,Georgia,Jefferson,6,34,2,16
621,Georgia,Lanier,1,12,0,15
622,Georgia,Ben_Hill,6,26,1,11
623,Georgia,Walton,33,113,0,43
624,Georgia,Jackson,17,163,2,57
625,Georgia,Brantley,3,25,0,6
626,Georgia,Barrow,18,135,6,24
627,Georgia,Dooly,4,18,1,16
628,Georgia,Glynn,68,281,27,66
629,Georgia,Spalding,20,89,1,41
630,Georgia,Early,13,22,0,18
631,Georgia,Screven,1,23,1,8
632,Georgia,Cherokee,68,434,4,108
633,Georgia,Rabun,19,56,4,37
634,Georgia,Richmond,65,242,11,135
635,Georgia,Floyd,38,222,3,131
636,Georgia,Henry,40,213,4,62
637,Georgia,Chatham,161,457,13,177
638,Georgia,Worth,6,18,0,15
639,Georgia,Toombs,23,50,1,31
640,Georgia,Walker,16,72,2,60
641,Georgia,Taylor,3,20,0,3
642,Georgia,Berrien,12,24,0,13
643,Georgia,Mitchell,7,53,1,19
644,Florida,Monroe,93,318,17,42
645,Florida,Marion,138,328,13,149
646,Florida,Citrus,51,166,1,51
647,Florida,Polk,0,0,0,0
648,Florida,Indian_River,73,475,8,57
649,Florida,Hamilton,18,14,3,16
650,Florida,Manatee,111,726,36,315
651,Florida,Jefferson,8,28,2,41
652,Florida,Lafayette,8,29,1,27
653,Florida,Wakulla,25,68,2,52
654,Florida,Osceola,160,503,20,125
655,Florida,St_Lucie,0,0,0,0
656,Florida,Washington,17,35,1,18
657,Florida,Escambia,166,453,17,252
658,Florida,Flagler,67,220,2,49
659,Florida,Bradford,14,32,2,17
660,Florida,Pinellas,469,1361,51,715
661,Florida,Madison,10,29,0,28
662,Florida,Duval,424,1351,32,599
663,Florida,Alachua,165,494,31,267
664,Florida,Calhoun,14,31,4,18
665,Florida,Dixie,18,16,0,22
666,Florida,Bay,90,315,6,146
667,Florida,Levy,44,52,2,38
668,Florida,Columbia,30,96,5,37
669,Florida,Lee,294,1511,45,169
670,Florida,Martin,162,379,7,90
671,Florida,Brevard,308,1127,42,396
672,Florida,Jackson,30,80,0,64
673,Florida,Miami-Dade,672,2700,98,1736
674,Florida,Palm_Beach,405,3707,57,732
675,Florida,St_Johns,157,605,20,143
676,Florida,Broward,680,3248,84,1416
677,Florida,Franklin,34,51,4,24
678,Florida,Taylor,31,42,0,40
679,Florida,Suwannee,22,59,0,21
680,Florida,Pasco,271,1014,16,1143
681,Florida,Volusia,369,1034,31,199
682,Florida,Baker,9,18,0,36
683,Florida,Walton,76,230,3,108
684,Florida,Hendry,22,82,2,24
685,Florida,Leon,171,716,36,552
686,Florida,Santa_Rosa,61,163,10,101
687,Florida,Collier,148,2204,28,154
688,Florida,Charlotte,85,409,9,69
689,Florida,Orange,0,0,0,0
690,Florida,Gadsden,38,113,2,152
691,Florida,Hernando,26,187,7,77
692,Florida,Highlands,40,84,6,63
693,Florida,Hillsborough,609,1556,239,1023
694,Florida,Okaloosa,122,284,11,200
695,Florida,Gilchrist,12,8,1,37
696,Florida,Sumter,16,308,2,20
697,Florida,Sarasota,177,782,14,214
698,Florida,Nassau,59,115,7,36
699,Florida,Seminole,198,614,21,260
700,Florida,Clay,79,192,5,196
701,Florida,Putnam,67,52,3,49
702,Florida,Lake,208,437,12,163
703,South Dakota,Clark,33,7,1,4
704,South Dakota,Jackson,2,2,0,5
705,South Dakota,Jerauld,3,7,0,9
706,South Dakota,Perkins,11,12,0,12
707,South Dakota,Charles_Mix,17,17,0,10
708,South Dakota,Corson,4,9,0,15
709,South Dakota,Roberts,26,24,2,12
710,South Dakota,Lincoln,26,99,3,73
711,South Dakota,Lyman,15,11,0,16
712,South Dakota,Clay,10,68,3,26
713,South Dakota,Butte,10,19,1,23
714,South Dakota,Lake,24,30,0,7
715,South Dakota,Kingsbury,11,14,3,6
716,South Dakota,Grant,9,11,1,4
717,South Dakota,Spink,7,13,0,8
718,South Dakota,Yankton,24,86,3,54
719,South Dakota,Brule,21,21,1,24
720,South Dakota,Stanley,9,8,1,5
721,South Dakota,Hyde,1,3,0,11
722,South Dakota,Day,32,20,3,6
723,South Dakota,Turner,3,12,1,16
724,South Dakota,Dewey,7,7,0,5
725,South Dakota,Deuel,21,11,1,5
726,South Dakota,Marshall,4,8,0,2
727,South Dakota,Davison,30,102,4,33
728,South Dakota,Minnehaha,123,538,26,145
729,South Dakota,Aurora,16,13,0,14
730,South Dakota,Fall_River,18,22,1,35
731,South Dakota,Meade,9,67,3,63
732,South Dakota,Harding,4,1,0,13
733,South Dakota,Lawrence,27,61,6,29
734,South Dakota,Pennington,65,271,22,102
735,South Dakota,Custer,13,18,0,25
736,South Dakota,Brookings,37,99,5,24
737,South Dakota,Oglala_Lakota,4,27,1,19
738,South Dakota,Brown,27,131,8,48
739,South Dakota,Tripp,12,4,1,15
740,South Dakota,Sanborn,2,1,0,16
741,South Dakota,Codington,66,115,3,29
742,South Dakota,Union,10,20,1,18
743,South Dakota,Beadle,10,51,2,16
744,South Dakota,Todd,6,11,0,10
745,South Dakota,Moody,1,21,1,9
746,South Dakota,Faulk,3,10,1,13
747,South Dakota,Ziebach,0,1,0,4
748,South Dakota,Douglas,2,7,1,8
749,South Dakota,Hughes,23,60,1,24
750,South Dakota,Walworth,17,9,0,5
751,South Dakota,Jones,2,3,0,4
752,South Dakota,Hamlin,13,17,2,3
753,North Dakota,Ward,36,132,3,40
754,North Dakota,Stark,33,94,0,32
755,North Dakota,Pierce,8,19,0,6
756,North Dakota,Wells,5,21,0,5
757,North Dakota,Grant,6,14,0,1
758,North Dakota,Griggs,5,15,0,2
759,North Dakota,Hettinger,7,17,1,9
760,North Dakota,Nelson,9,21,1,6
761,North Dakota,Billings,5,7,0,11
762,North Dakota,Barnes,31,64,2,13
763,North Dakota,Divide,6,10,0,5
764,North Dakota,Dunn,17,23,0,7
765,North Dakota,Dickey,9,20,0,3
766,North Dakota,Walsh,19,57,1,7
767,North Dakota,Ramsey,6,44,0,6
768,North Dakota,Kidder,14,17,0,5
769,North Dakota,Traill,12,38,4,12
770,North Dakota,Renville,4,13,0,5
771,North Dakota,Richland,18,95,2,16
772,North Dakota,Stutsman,29,83,2,17
773,North Dakota,Foster,2,15,0,5
774,North Dakota,Emmons,9,18,0,1
775,North Dakota,Ransom,9,36,1,5
776,North Dakota,Burleigh,67,259,9,75
777,North Dakota,LaMoure,8,31,0,5
778,North Dakota,Adams,6,10,1,7
779,North Dakota,Bowman,3,21,0,12
780,North Dakota,Sioux,3,13,0,2
781,North Dakota,Benson,10,21,0,7
782,North Dakota,Williams,21,71,1,39
783,North Dakota,Pembina,25,51,3,3
784,North Dakota,Rolette,17,61,0,8
785,North Dakota,Golden_Valley,6,8,0,6
786,North Dakota,McKenzie,19,42,0,17
787,North Dakota,Morton,35,85,5,30
788,North Dakota,Bottineau,11,29,2,5
789,North Dakota,Cass,165,631,20,99
790,North Dakota,McLean,41,74,0,10
791,North Dakota,Sargent,9,25,0,6
792,North Dakota,Grand_Forks,73,144,7,43
793,North Dakota,Burke,7,16,0,5
794,North Dakota,Mercer,20,46,0,2
795,North Dakota,Sheridan,3,7,0,1
796,Minnesota,Renville,47,38,0,10
797,Minnesota,Olmsted,236,737,22,156
798,Minnesota,Swift,8,29,0,7
799,Minnesota,Otter_Tail,65,128,3,25
800,Minnesota,Brown,54,150,7,43
801,Minnesota,Wilkin,10,35,0,5
802,Minnesota,Marshall,13,41,1,12
803,Minnesota,Redwood,26,55,2,19
804,Minnesota,Itasca,37,146,4,21
805,Minnesota,Wabasha,34,39,4,18
806,Minnesota,Faribault,10,55,2,9
807,Minnesota,Red_Lake,18,27,1,7
808,Minnesota,Goodhue,56,217,9,31
809,Minnesota,Chisago,59,147,6,23
810,Minnesota,Waseca,21,36,1,12
811,Minnesota,Douglas,43,102,2,20
812,Minnesota,Watonwan,16,35,1,8
813,Minnesota,Lake_of_the_Woods,11,14,1,5
814,Minnesota,Meeker,22,44,0,12
815,Minnesota,Rock,29,46,1,6
816,Minnesota,Fillmore,39,74,0,16
817,Minnesota,Lyon,32,103,8,24
818,Minnesota,Cass,10,73,1,22
819,Minnesota,Pine,29,86,0,19
820,Minnesota,Sherburne,79,172,2,37
821,Minnesota,Roseau,25,52,2,8
822,Minnesota,Cook,17,26,3,8
823,Minnesota,Pipestone,17,42,1,5
824,Minnesota,Steele,51,85,2,24
825,Minnesota,Dakota,418,1766,21,197
826,Minnesota,Morrison,31,60,1,17
827,Minnesota,Dodge,16,69,0,19
828,Minnesota,Hennepin,1046,3625,70,661
829,Minnesota,Lake,13,35,3,7
830,Minnesota,Traverse,10,13,0,6
831,Minnesota,Houston,27,38,2,14
832,Minnesota,Clay,78,288,9,31
833,Minnesota,Mille_Lacs,14,55,0,21
834,Minnesota,Todd,19,84,1,19
835,Minnesota,Washington,375,771,22,124
836,Minnesota,Becker,26,92,3,19
837,Minnesota,Crow_Wing,36,207,4,28
838,Minnesota,McLeod,60,99,4,24
839,Minnesota,Le_Sueur,26,83,0,16
840,Minnesota,Carlton,25,77,4,23
841,Minnesota,St_Louis,201,482,23,99
842,Minnesota,Yellow_Medicine,3,31,0,8
843,Minnesota,Stearns,135,429,5,79
844,Minnesota,Polk,59,114,6,32
845,Minnesota,Carver,144,375,4,53
846,Minnesota,Freeborn,44,81,3,19
847,Minnesota,Martin,41,52,2,20
848,Minnesota,Wadena,11,44,1,10
849,Minnesota,Kandiyohi,37,143,2,28
850,Minnesota,Kittson,14,25,0,9
851,Minnesota,Aitkin,15,32,1,10
852,Minnesota,Rice,105,303,12,47
853,Minnesota,Wright,136,622,6,86
854,Minnesota,Lac_qui_Parle,2,24,1,6
855,Minnesota,Blue_Earth,52,170,9,40
856,Minnesota,Kanabec,3,44,1,7
857,Minnesota,Ramsey,0,0,0,0
858,Minnesota,Sibley,6,38,0,8
859,Minnesota,Scott,145,570,12,78
860,Minnesota,Nicollet,44,159,4,22
861,Minnesota,Chippewa,8,42,0,11
862,Minnesota,Koochiching,36,53,1,7
863,Minnesota,Isanti,23,47,0,29
864,Minnesota,Hubbard,11,72,0,8
865,Minnesota,Benton,32,81,1,18
866,Minnesota,Nobles,38,86,1,22
867,Minnesota,Beltrami,47,136,7,41
868,Minnesota,Jackson,21,30,0,8
869,Minnesota,Cottonwood,15,33,1,9
870,Minnesota,Mower,45,218,4,35
871,Minnesota,Lincoln,10,19,2,7
872,Minnesota,Clearwater,12,28,2,5
873,Minnesota,Pope,15,40,0,4
874,Minnesota,Grant,7,36,0,6
875,Minnesota,Winona,47,158,5,37
876,Minnesota,Anoka,386,966,12,147
877,Minnesota,Pennington,20,50,3,7
878,Kentucky,Johnson,5,21,1,32
879,Kentucky,Harlan,21,29,0,27
880,Kentucky,Morgan,6,20,2,16
881,Kentucky,Owsley,1,3,0,26
882,Kentucky,Wolfe,2,1,0,14
883,Kentucky,Knox,15,32,1,24
884,Kentucky,Madison,24,121,6,46
885,Kentucky,Lawrence,3,16,0,30
886,Kentucky,Hardin,67,153,9,52
887,Kentucky,Adair,1,25,0,23
888,Kentucky,Russell,5,50,4,22
889,Kentucky,Clay,3,13,2,72
890,Kentucky,Hart,11,28,1,10
891,Kentucky,Trimble,1,1,0,5
892,Kentucky,Letcher,3,21,1,40
893,Kentucky,Lyon,7,24,1,7
894,Kentucky,Carroll,9,29,0,10
895,Kentucky,Jefferson,0,0,0,0
896,Kentucky,Robertson,3,6,0,5
897,Kentucky,Hancock,0,10,0,6
898,Kentucky,Estill,4,10,0,47
899,Kentucky,Whitley,14,50,7,55
900,Kentucky,Bell,4,34,0,37
901,Kentucky,Mercer,6,9,0,8
902,Kentucky,Bourbon,3,52,1,15
903,Kentucky,Boyle,6,34,5,18
904,Kentucky,Warren,33,242,4,69
905,Kentucky,Rowan,12,20,2,11
906,Kentucky,Fulton,8,17,0,13
907,Kentucky,Fleming,2,22,0,10
908,Kentucky,Powell,3,3,0,11
909,Kentucky,Harrison,0,28,0,10
910,Kentucky,Meade,5,45,2,14
911,Kentucky,Pendleton,8,40,0,19
912,Kentucky,Ohio,9,25,1,15
913,Kentucky,Livingston,1,7,0,11
914,Kentucky,Elliott,1,7,0,18
915,Kentucky,Montgomery,4,21,1,11
916,Kentucky,Greenup,9,46,1,56
917,Kentucky,Wayne,6,17,0,47
918,Kentucky,Hopkins,9,39,2,10
919,Kentucky,Taylor,7,36,0,23
920,Kentucky,Franklin,27,108,6,31
921,Kentucky,Bath,1,8,2,6
922,Kentucky,Caldwell,17,20,1,20
923,Kentucky,Allen,0,23,1,25
924,Kentucky,Washington,1,13,0,5
925,Kentucky,Barren,13,67,1,30
926,Kentucky,Pike,17,44,4,84
927,Kentucky,Green,0,10,0,20
928,Kentucky,Carter,10,38,1,14
929,Kentucky,Grant,3,37,0,13
930,Kentucky,Boyd,12,30,0,42
931,Kentucky,Martin,1,13,0,20
932,Kentucky,Laurel,7,28,3,41
933,Kentucky,Henderson,21,69,3,18
934,Kentucky,Muhlenberg,5,7,0,12
935,Kentucky,Pulaski,26,67,0,69
936,Kentucky,Shelby,6,54,3,21
937,Kentucky,Logan,19,28,0,22
938,Kentucky,Campbell,62,251,11,71
939,Kentucky,Cumberland,3,11,1,37
940,Kentucky,Clinton,2,26,2,12
941,Kentucky,McCracken,26,98,1,45
942,Kentucky,Bracken,2,19,0,9
943,Kentucky,Woodford,16,40,3,16
944,Kentucky,Edmonson,4,18,0,14
945,Kentucky,Mason,14,29,1,11
946,Kentucky,Boone,48,416,5,64
947,Kentucky,Bullitt,12,39,5,54
948,Kentucky,Kenton,78,442,8,129
949,Kentucky,Fayette,135,489,62,132
950,Kentucky,Garrard,8,16,0,17
951,Kentucky,Owen,1,2,0,12
952,Kentucky,Oldham,13,40,1,35
953,Kentucky,Breathitt,2,8,0,24
954,Kentucky,Knott,6,16,2,35
955,Kentucky,Jackson,8,6,1,42
956,Kentucky,Simpson,2,34,2,7
957,Kentucky,Metcalfe,5,32,0,9
958,Kentucky,Anderson,1,16,0,11
959,Kentucky,Jessamine,22,48,2,14
960,Kentucky,Perry,9,19,1,34
961,Kentucky,Floyd,6,24,1,42
962,Kentucky,Calloway,7,53,2,20
963,Kentucky,Clark,6,31,2,19
964,Kentucky,Henry,3,2,0,2
965,Kentucky,Christian,21,85,1,31
966,Kentucky,Gallatin,4,14,0,4
967,Kentucky,Scott,30,111,17,37
968,Kentucky,Marshall,5,42,6,14
969,Kentucky,Magoffin,4,22,2,29
970,Kentucky,Todd,4,12,0,11
971,Kentucky,Monroe,2,19,0,56
972,Kentucky,Grayson,8,37,2,12
973,Kentucky,Graves,2,55,0,20
974,Kentucky,Daviess,43,135,2,59
975,Kentucky,Breckinridge,5,3,0,17
976,Kentucky,Nelson,7,47,1,25
977,Kentucky,Rockcastle,4,5,1,24
978,Kentucky,Butler,0,2,0,34
979,Kentucky,Larue,4,9,0,9
980,Kentucky,Spencer,2,13,0,8
981,Kentucky,Marion,3,19,1,13
982,New Hampshire,Strafford,58,247,19,94
983,New Hampshire,Coos,36,86,7,63
984,New Hampshire,Grafton,64,362,33,150
985,New Hampshire,Hillsborough,186,828,74,275
986,New Hampshire,Merrimack,83,425,17,180
987,New Hampshire,Sullivan,24,117,5,59
988,New Hampshire,Belknap,36,173,3,55
989,New Hampshire,Rockingham,98,788,47,218
990,New Hampshire,Carroll,25,288,7,67
991,New Hampshire,Cheshire,42,113,5,82
992,South Carolina,Dillon,5,32,4,31
993,South Carolina,Oconee,39,116,2,68
994,South Carolina,Saluda,3,26,0,18
995,South Carolina,Charleston,197,791,33,248
996,South Carolina,Abbeville,12,36,2,48
997,South Carolina,Aiken,56,198,11,142
998,South Carolina,Berkeley,65,277,16,183
999,South Carolina,Pickens,66,234,16,87
1000,South Carolina,Marlboro,4,38,0,21
1001,South Carolina,Marion,4,43,1,43
1002,South Carolina,Barnwell,12,38,2,18
1003,South Carolina,Bamberg,9,27,0,50
1004,South Carolina,Fairfield,18,22,0,20
1005,South Carolina,Anderson,72,279,14,146
1006,South Carolina,Richland,124,811,40,286
1007,South Carolina,Spartanburg,135,553,29,282
1008,South Carolina,Greenville,148,1048,72,406
1009,South Carolina,Lancaster,27,147,16,53
1010,South Carolina,Calhoun,5,32,0,21
1011,South Carolina,Edgefield,6,57,2,14
1012,South Carolina,Georgetown,49,166,13,47
1013,South Carolina,Darlington,16,82,2,52
1014,South Carolina,Florence,50,196,7,184
1015,South Carolina,York,79,426,20,180
1016,South Carolina,Allendale,9,13,0,18
1017,South Carolina,Hampton,16,35,2,41
1018,South Carolina,Lee,8,23,1,26
1019,South Carolina,McCormick,21,11,1,12
1020,South Carolina,Clarendon,4,43,1,32
1021,South Carolina,Greenwood,16,100,6,63
1022,South Carolina,Newberry,37,85,8,45
1023,South Carolina,Cherokee,20,67,7,52
1024,South Carolina,Lexington,79,702,19,280
1025,South Carolina,Dorchester,22,140,4,88
1026,South Carolina,Beaufort,79,619,26,80
1027,South Carolina,Williamsburg,6,44,1,69
1028,South Carolina,Kershaw,37,104,5,114
1029,South Carolina,Colleton,11,74,2,62
1030,South Carolina,Orangeburg,27,158,6,112
1031,South Carolina,Horry,192,487,28,209
1032,South Carolina,Union,17,62,3,36
1033,South Carolina,Chesterfield,16,67,2,28
1034,South Carolina,Sumter,31,107,5,91
1035,South Carolina,Laurens,33,131,10,80
1036,South Carolina,Chester,14,38,2,44
1037,West Virginia,Raleigh,28,109,3,64
1038,West Virginia,Mingo,14,25,1,33
1039,West Virginia,Calhoun,4,9,0,8
1040,West Virginia,Putnam,13,79,5,74
1041,West Virginia,Hardy,9,21,0,12
1042,West Virginia,Morgan,13,27,3,20
1043,West Virginia,Brooke,9,33,1,13
1044,West Virginia,Harrison,32,97,1,55
1045,West Virginia,Ritchie,2,11,1,11
1046,West Virginia,Mercer,24,47,1,48
1047,West Virginia,Hancock,13,48,3,20
1048,West Virginia,Tucker,14,25,2,6
1049,West Virginia,Barbour,9,19,1,20
1050,West Virginia,Mason,8,42,0,19
1051,West Virginia,Tyler,3,11,0,7
1052,West Virginia,Wood,28,121,7,84
1053,West Virginia,Braxton,11,19,1,12
1054,West Virginia,Boone,6,22,0,24
1055,West Virginia,Wyoming,11,29,1,23
1056,West Virginia,Kanawha,105,267,14,129
1057,West Virginia,Wetzel,9,18,0,19
1058,West Virginia,Logan,3,34,0,31
1059,West Virginia,Grant,10,18,1,9
1060,West Virginia,Taylor,8,8,0,13
1061,West Virginia,Preston,28,38,0,19
1062,West Virginia,Wayne,11,37,0,27
1063,West Virginia,Pleasants,2,5,2,8
1064,West Virginia,Webster,7,12,1,7
1065,West Virginia,Pocahontas,16,28,3,10
1066,West Virginia,Mineral,17,29,0,24
1067,West Virginia,Jefferson,27,64,3,32
1068,West Virginia,Lewis,11,21,0,16
1069,West Virginia,Hampshire,18,53,5,53
1070,West Virginia,Ohio,34,110,5,66
1071,West Virginia,Gilmer,6,28,2,19
1072,West Virginia,Nicholas,12,29,0,22
1073,West Virginia,Upshur,18,26,1,19
1074,West Virginia,Fayette,27,62,4,35
1075,West Virginia,Marshall,17,35,4,35
1076,West Virginia,Monongalia,41,100,7,49
1077,West Virginia,Berkeley,30,94,5,79
1078,West Virginia,McDowell,16,21,1,29
1079,West Virginia,Randolph,25,35,2,39
1080,West Virginia,Jackson,11,43,4,26
1081,West Virginia,Wirt,3,9,0,8
1082,West Virginia,Clay,1,2,0,10
1083,West Virginia,Pendleton,10,18,1,12
1084,West Virginia,Cabell,34,191,27,70
1085,West Virginia,Marion,43,66,0,40
1086,West Virginia,Greenbrier,26,29,0,30
1087,West Virginia,Lincoln,7,15,0,16
1088,West Virginia,Roane,7,13,0,10
1089,Wisconsin,Douglas,97,146,5,44
1090,Wisconsin,Washburn,68,47,1,20
1091,Wisconsin,Waushara,37,73,2,18
1092,Wisconsin,Monroe,60,95,1,114
1093,Wisconsin,Sheboygan,139,218,9,114
1094,Wisconsin,Trempealeau,34,42,0,33
1095,Wisconsin,Brown,343,525,8,221
1096,Wisconsin,Pepin,21,8,2,8
1097,Wisconsin,Racine,214,471,15,182
1098,Wisconsin,Price,53,60,4,19
1099,Wisconsin,Rock,183,352,7,170
1100,Wisconsin,Menominee,0,11,1,9
1101,Wisconsin,Milwaukee,528,1825,86,685
1102,Wisconsin,Chippewa,87,107,6,52
1103,Wisconsin,Pierce,81,119,7,43
1104,Wisconsin,Manitowoc,98,139,3,103
1105,Wisconsin,Waupaca,76,91,1,50
1106,Wisconsin,Calumet,37,93,4,35
1107,Wisconsin,Fond_du_Lac,99,220,12,117
1108,Wisconsin,Iron,59,19,2,5
1109,Wisconsin,Dodge,124,245,12,104
1110,Wisconsin,Ashland,76,78,6,22
1111,Wisconsin,Ozaukee,0,0,0,0
1112,Wisconsin,Shawano,42,48,2,34
1113,Wisconsin,Bayfield,115,51,1,19
1114,Wisconsin,Winnebago,146,450,20,139
1115,Wisconsin,Iowa,46,58,1,72
1116,Wisconsin,Kewaunee,29,40,2,31
1117,Wisconsin,Oconto,58,20,2,29
1118,Wisconsin,Walworth,110,335,12,94
1119,Wisconsin,Sawyer,48,66,2,16
1120,Wisconsin,Lafayette,41,45,1,77
1121,Wisconsin,Langlade,41,62,3,30
1122,Wisconsin,Eau_Claire,160,202,7,77
1123,Wisconsin,Jefferson,131,207,9,128
1124,Wisconsin,Taylor,37,50,2,27
1125,Wisconsin,Polk,119,141,6,52
1126,Wisconsin,Clark,54,26,2,40
1127,Wisconsin,Buffalo,34,39,2,10
1128,Wisconsin,Burnett,52,32,0,40
